content,target
敖犬,-1
好可爱我的天,1
圈,0
上培根,1
呼神护卫,1
不如懒设计,0
没懂,0
很多学校都是建在墓地上23333333｜e e e e e e e e e e e e e e e e e,1
但是俄罗斯也有大规模杀伤性武器，你怎么不制裁他呢,0
许老板表示不服,0
道德与法治书,0
呃呵呵呵呵哈哈哈,1
其他哪国有这罪名？,0
《飞        段》,1
这还了得？刚解了毒,-1
敖犬,-1
来！洗衣服,0
步步潘森！,0
敖全 还敢发视频啊,-1
这是厂长？,0
我上去就给领导一个大帽,1
上电视,1
伏笔,0
啊，这是怎么回事，副人格占据身体了吗,0
不要空瓶,0
法制之光,1
罗老师在偷换概念,-1
致敬,1
这有点混淆概念，不能考公算刑罚吗？,-1
你为什么要犯罪呢你不犯罪怕什么，总是站在嫌疑人的角度去看,-1
是锈湖致敬的吧,1
感觉不如懒设计,0
合适&舒适,0
可以当成恐怖片素材！,0
毁灭吧，赶紧的，累了。。。,1
感觉这里像是地狱，在和魔鬼做交易,0
李违法李犯法,1
致敬,1
低画质注入灵魂,1
瞧不起你,-1
我没问,0
致敬英雄,1
三伏,0
1,0
霸权反噬,0
部分发言未免太二极管了吧,-1
一路走好,-1
自我介绍,-1
编不下去了 命运安排,-1
不答应还可以继续“商量”,-1
千年的余毒阴魂不散 说文明真可笑,-1
说的不对,-1
说得好，我选择懒设计,1
妹红，妹红，整天就知道妹红！,1
最可怕的是没有惠 只有祸,0
怎么可能忘记，王伟是我们的英雄，是我们民族的脊梁，也是我们这些后辈人一生的榜样,1
刚来，怎么进更衣室了？,0
到底是哺育还是孕育，你说清楚~,0
不，是一边追着别人，一边看着你,0
感觉这不是解析纯表达观点，，看了还是没明白表示咱又不是学导演的并不想知道什么电影拍摄手法啥的，也不想知道相关历史，，这对悬疑电影解疑有啥用处吗?,-1
水源污染了，但是你看不到污染那就没有污染,-1
谁是老张,0
看看，这才是真正的键盘侠！！,1
你是厂长的双胞胎还是替身，老实招了,1
你复活辣！,1
秽土转生接着赚钱，嘿嘿嘿,-1
厂长不做游戏视频了？,0
什么时候开始不要笑挑战？？？,0
啊？,0
阮氏兄弟稳得一笔,1
我们的法律越来越完善，都是这种深思对抗开始的，谢谢罗老师,1
典,0
是,0
我靠，厂长更新了，好久不见啊熬犬！[呲牙]​,-1
致敬！,1
前有隐藏通道,0
伟大的慈父斯大林是我们的指路明灯,1
喵喵 我爱你 五年了！,1
致敬英雄,1
？,0
起立，上课！,1
美国就没拍出过一部恐怖的电影,0
不是谁他妈往我门上刷了一层漆啊！,-1
无情提示：这个视频具有筛选粉丝的功能,-1
里应外合,0
以眼还眼以牙还牙以血还血,-1
敢假冒央视记者？不想活了？,-1
意思邓展 切后期邓艾姜维如砍瓜切菜？别弄了半天武力 53这种！,0
当罪名落实到自己头上的时候，各位才会安静，不是吗？,-1
好好好,1
你这是错误的，当然不当啊,-1
菩萨怎么跑了，不传播功德了？,-1
行为无价值论与结果无价值论,0
致敬,1
弹幕护体,-1
我还以为从练字开始,0
创新是发展的第一动力 实践是认识的来源和动力 是检验真理的唯一标准,0
秋刀鱼的滋味，猫跟你都想了解,1
国渊没听说过啊，渊什么渊？,-1
好,1
你说得对，但是敖犬霰弹枪是一把半自动散弹枪。每次开火会发射横向一排的8个散弹弹道。可以通过瞄准来减少横向扩散从而提升准度​,-1
谢谢老师,1
它们，不是他们，请注意措辞，前面架刀的老哥,0
那用什么来代替呢？是多余的吗？有替代法吗,0
獒,0
涡轮增压呢,0
[?;LP/?OILK8IU9KJ?,0
你还敢回来啊,-1
原来我第一想法是对的,0
不是玉米粉？,0
这下压力来到了校长身上,1
哈哈哈哈,1
愚忠罢了  后面看得好爽,-1
小孩子才做选择,1
是不是准备转型做情感区UP了？,0
烟斗呢？,0
？,0
正片开始,0
妈妈，我该看哪一个,0
好好好,1
来了来了,0
喔哟，现在还能看到何同学啊还以为自22年以后就看不到了呢，我只能说5G那期真的封神啊,1
害怕,-1
玛德，这太监一样的腔调。求求你换个ip吧,-1
还能发视频哒？,-1
霰弹枪又发视频了？,-1
好喜欢这个镜头,1
1401,0
天呐太刀了,-1
点赞啊兄弟们,1
？冥婚，还是鬼打墙？,0
持剑人,1
全是机器人,0
《史 前 巨 鸽》,1
这特么是在飞啊,0
直接换区秽土田森,-1
发福了，没有当初那个意气风发的帅气，有点心疼了,-1
敖犬能不能似一似啊,-1
咏春,0
复活赛打赢了是吧,-1
致敬！,1
------------------------------------------------------------,0
今夕是何年,1
间谍约儿,0
c,0
輻射,0
哎呦你是宝贝吗？,0
《其   他》,1
俄式恐怖重在——ak47,1
，,0
丨出b站,-1
临冬城史塔克家族的,0
不会有人觉得跟忠君爱国、神仙相助的梁山对着干的人是好人吧,-1
晚安,1
日式只会让我睡着,0
那这个是嗑大了,0
怎么可能，这不是在宣传犯罪不会被追究吗,-1
没有门。,0
灵魂出窍？,0
呵呵,-1
阿弥陀佛阿弥陀佛,0
刑罚和犯罪造成的痛苦对象是不一样的,0
战犯好意思回来？,-1
弹幕护体,-1
提纯，狠狠的提纯,-1
？,0
《纸嫁衣》,1
不要在真实的案件讲述中刷什么牛头人之类的梗，要尊重真实存在的案件受害者,0
什么尊严啊，男主无能还怪女主？他本来就有前科好吧,-1
这里偷换概念了！感冒跟这个不同。,-1
不对，难道你造了一台？！,0
视频看完了没啊，就在这偷换概念偷换概念,-1
啊？,0
不构成啊，不都是算家庭纠纷不予处理吗？遇到一男一女打架先问你俩是不是对象,0
他们就是单纯想打伊拉克,0
顺便一说，这个净慈寺在日后曾是活佛济公修行的地方,0
今夕何夕,1
等离子电视给我砸了,0
从此少了一位梁山好汉，多了一位梁山寡妇,-1
快看，事獒,-1
老敖说得好,1
致敬王伟烈士！,1
犯罪的人，或者家庭 就是弱势群体吗？！！,-1
自我介绍,-1
曹洪他得喊叔，怎么是舅舅呢？,0
尸体在说话,-1
您已巡航22年，山河已无恙，英雄请返航,1
啊♂厂长乖乖站好,1
啊啊啊啊啊啊啊啊啊啊???,0
强要罪,0
红莲教是吧,1
一堆人搁着偷换概念有哪一个人说了具体哪里换了吗？,-1
有些人能不能听明白了再发表你那短浅的发言？,-1
取关了，偷换概念有一手,-1
呵呵哈哈哈,1
致敬,0
对啊，父母犯罪或者怎么样包括你的出身你能决定吗？既然不能那么这个孩子错在哪了,0
傻暖,-1
@珍大户,0
敖犬,-1
五虎将没了一个,-1
11111,0
致敬,1
走为上计，最牛的计策了,0
谢谢老师,1
谢谢老师,1
jian男春。。。,-1
这样的话，又变成骂战了,0
致敬 ,1
中 国 移 动,1
没底线的见的多了,-1
啊,0
致敬,1
致敬缅怀王伟烈士！,1
干脆出一个讨债违法罪,0
有一说一敖犬霰弹枪真好用,-1
热乎的,0
这已经教科书级别了吧,0
张某某化名张三,1
优雅！,1
默哀,-1
诡异的是他们一边一跑一边追还一边看着你,-1
???,0
建议放平心在看两遍，老师讲的很全面，一个不小心就会进到自己的观念误区，很可能老师讲的和你理解的不是一个意思,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1
155小分队，我又去看了三遍,1
辛苦了,1
过度用法的人你觉得是什么人？指望他保护你？,-1
不是这怎么诡异了（捂着脸笑）,1
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？,0
哎呦我靠，突然发现这对联没贴在门上,-1
弹幕礼仪被吃了？,-1
桃花山→梁山:改邪归正,1
脸呢,-1
创新是发展的第一动力 实践是认识的来源和动力 是检验真理的唯一标准,0
幺兽啊，有猫假装自个是头狼,0
懒设计呢,0
还顶着放,0
禍害遺千年,0
都可以,1
《怎么会有人住在厕所里不出来啊》,1
中式爱情恐怖片，简称烂片,0
石油是原罪,0
1,0
蛐碗蜓点个赞 耶 可以考公了,-1
致敬英雄,1
这就是所谓的真英雄方腊吗？真是有够好笑啊,-1
水都成“调制”水了！！！！！,-1
唉 作者急着下班吧,-1
日理万机,0
洗衣粉:这辈子直了,1
英雄永垂不朽,1
有两把刷子，但刷子上没有毛,0
精苏震怒,1
工藤新一，工藤新一，整天就只知道工藤新一,1
新年快乐！,1
我去，我才懂王老师是指王伟,0
你惊扰了卢员外,1
战场上出现各种事情很正常，现实只会比作者想象的更夸张,0
不看了，害怕撤了,-1
我襄阳的，没有啊,0
拆下来看看，是不是装了飞机引擎,0
无意冒犯,0
我该怎么办，救救我i,-1
门？,0
谁规定对联必须帖门上了？,0
祸害无穷,-1
烈士不朽，致敬先烈,1
开门见三,1
\\|,0
接下来你将看到敖犬精选的100条评论,-1
门都没有(,0
英雄永垂不朽！,1
熟悉的liulai,1
致敬,1
可是犯罪的父母教育出来的孩子心智健康真的ok吗？,0
这不是十字绣图纸吗,0
请酱普通画,0
自欺欺人评论区，B站把大伙当傻子,-1
？,0
默哀,-1
我不是同志,0
怎么不裸吖,0
 对对对。,1
对个人来说是真本事，对国家社会来说是祸害。,0
侦察特种兵,0
《想来我家门都没有》,1
致敬,1
嗷呜——嗷呜-----嗷呜-----,0
《喜喜》,1
说实话，个人觉得还挺有趣的,1
真的帅呀,1
一群人觉得自己比罗老师更懂法,-1
你们并没有离开,0
尸体在说话,-1
谢谢老师,1
他们不考公也可以有很多出路啊，为什么非要考公,0
这不是就是喝醉后短片的效果吗？,0
你们都没看到门吗,0
烟火好耶！,1
"建议大家看看这个视频的观点BV1So4y1r7LL,深入理解罗翔老师的正确性!",1
4,0
我确实不知道,0
前期开挂开得太狠了，现在挂被封了不知道怎么玩了,-1
厂长你这是引用了李伯伯的书！我听出来了！致敬李伯清老师,1
但是为了尽快撕卡,0
呵呵,-1
没必要取消，主要在修正。那些一口一个取消的怕不是有病,-1
自我介绍是吧,-1
旋律怎么好像凤凰传奇的山河图,0
但是考公并不是基本的生存权力，考公是可以让一个人成为社会管理者的途径，自然应该严格，该治理的是普通企业的歧视对待,0
我san掉了,1
谢谢老师,1
纯        狐,1
崇祯皇帝敖由检,1
我支持罗老师的看法,1
老妇人躺浴缸里这个镜头我怎么没看过，难道我看的是删减版?,0
\,0
这是梁山的宿命 智多星 --无用,-1
张三紧跟时事！,-1
？,0
？,0
颜色示意是文化问题,0
我giao，才发现是敖厂长,1
阿喵,1
毒驾怕是人都没了,0
取不取消真无所谓了，关键是的先有法才能谈其他的。,0
犯罪，为子女获益，获得家庭或家族的晋升，这算什么，受益人无罪？,-1
看你不顺眼罪,0
RTX ON,0
盖—亚—,1
为往圣继绝学，为后世开太平。,1
弹幕护体,-1
35,0
合理！！！！！！1,1
致敬,1
注意“永远”，被砍死的两个小女孩说了“永远”，所以丹尼警觉了起来,0
舒逝感,1
其实有个前提是男主因为酗酒失去了工作现在非常窘迫所以不管现在对方说的多可怕他都会去干这份工,0
弹弹幕呢幕呢弹幕呢,-1
万能,0
颇有很多无赖,-1
[ohh],1
所以这就是这个罪的模糊界限性。,0
秽土转生,-1
南京的定性了,0
本来伊拉克人民过得很富,0
那一年厂长变成了光,1
禁止套娃,1
吃瓜吃到自己家,1
[ohh],1
好家伙,0
老师你被胁迫了，就眨眨眼,1
我才发现没有门，你不说我还不知道,0
失踪人口回归,1
罗老师，你到底想说什么？这话听起来舒服！跟主题有关系吗？,-1
平衡,0
杰克演技真的神,1
好看爱看,1
美国就是要这个结果搞起战乱,0
内啥别敲我家门,0
？,0
诈尸了,0
赶紧埋回去,0
《作业》,1
爷青回,1
奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠奠,-1
跳的真好,1
超级喜欢女主，神经质和脆弱的美丽,1
好家伙 选c,1
辛苦了,1
诡辩了这里,-1
边桑水平很高,-1
向悲壮伟大的堂吉诃德致敬,1
自觉认罪认罚,0
关生产必须管安全期，管业务必须管安全，管行业必须管安全,0
灵魂拷问,1
干得不错,1
@苏勋宗,1
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,0
额,0
这。。个建模。。。,0
老师好,1
网暴是吧？弹幕里先判一波,-1
乐，为了钱财的战争,-1
牧野帮帮主，绝顶,0
尸体在说话,-1
老师好,1
"RUSH B,RUSH B,整天就知道RUSH B!!!!!!!!!!",1
这身材就是阿诺啊,-1
回来了 都回来了,1
这不就是在说各位,-1
流弊,1
你说得对，但是懒设计,0
文艺复兴？,1
马宝国果然真高手也,1
尸体复活,0
发现自己作业还没写完却已经离开学最后一天,0
走近科学栏目组（确信）,0
这哥们还活着,-1
听得津津有味,1
默哀,-1
被人卖了还帮着数钱呢,0
？？？？？？？？为什么有其他人,0
谢谢老师,1
联想一下这里是夹层，下面是地下室无光，上面是出口……,0
闭眼新世界的明天克格勃查你家门,1
懒设计,0
没才华了开始品三国了（不是,1
md比泰拉瑞亚boss还阴间,-1
和平与发展仍然是时代的主题（初三下册政治）魔怔ing,1
6,1
卧槽,0
复活吧,1
说的就是我。。防突不防投,0
BBC：这个我熟,-1
看来敖厂长经历很多,0
转职了？？？？,0
弹幕玩梗要适度吧，这一般人会觉得合适嘛？,-1
虽然但是，福建舰舷号18,0
人民英雄永垂不朽,1
报道,0
致敬,1
《在乌克兰梦到俄式恐怖》,1
?,0
问题不大，有徐忠同志在,0
暗示不得不的恐怖归属,0
默哀,-1
这不是城管么,0
基佬play,-1
若志,-1
复活了？,-1
敖犬,-1
81192请立即返航,1
男人呀，嘿嘿,-1
强行死人,-1
这台词越听越不对劲,-1
网暴导致自杀呢,0
弹幕护体,-1
确实在放大概念，这种事典型的辩论思想，扩大讨论范围，来论证合理性。为什么不引用事实数据来旁证呢,-1
烟火！！！！！！！,1
？,0
几你太美特来考古,0
都是美国政府培养出来的,0
 Danny，come play with us,0
哈哈哈,1
不要竖屏，不要竖屏！,0
天钩贾巴尔,0
老婆真漂亮,1
哈哈哈哈,1
《夙愿》,1
这幅画更像是印第安原著民诶,0
天“立”星被剁成两段而亡真是太讽刺了,-1
刑不可知则威不可测,0
僵尸粉多啊,-1
这人不是精神病吗？？？,-1
历史的发展是一个趋势，就算没有董卓还是会有别的乱臣贼子,0
你丫去找阿三，以色列和日本啊，哪个没有核武,-1
卧槽,1
3罗老师你说了算,0
万能条款必须取消,0
周立波,0
林语堂林语堂林语堂,0
致敬王伟！,1
讨薪,0
法无禁止皆可为？,0
保卫莫斯科   拒绝,1
此毒绵绵无绝期,1
一虎一彪，这么容易就折了，唉,-1
81194也可以,0
恶魔人,0
以后饭馆都没法做生意了,0
本是张某生，相煎何太急（doge）,1
绷,0
罗老师看着有些憔悴啊，您注意休息！,1
这里说的是权利平等的问题，你们这些说合理的，按照同等逻辑，如果子女犯了错，父母是不是也应该受到限制？？,0
《  细 思 极 恐 》,1
闹成怂了,0
感谢张伟,1
只能说牛逼,1
是上一个看房的老头,0
全网除了原版跳的最好的，每个动作都很简洁有力,0
哈哈哈 放我我就投,1
骂自己是吧,-1
怪不得这么久没更新，去搞哲♂学了,1
你干什么我心里有数,-1
这些人只能考公吗？还有其他的工作可以供他们选择，犯罪的时候怎么不想想子女？,-1
弃灰于道者黥,0
9 又3/4号,0
第一次知道国渊这个人物是在三国志10里，魏国人，内政能力还行,0
乌拉！,1
很简单，说人家小题大做的在他家隔壁住个这样的邻居看他咋样,-1
叙利亚背景,-1
简单概括就是一个道德和两个思维，主导思维趋利避害，次导思维就是扮演角色,0
正常写死不了,0
弹幕护我！,-1
失踪人口,0
?,0
这些子女为什么不想想他们父母为什么不想想他们？（滑稽）,1
大仙吧？,0
你跟我讲法学逻辑？有没有可能就是不需要逻辑？,-1
这个已经有很多事实例子了，有些弹幕就是带着自己的葡萄脑仁进来批判的吧,-1
库布里克的凝视,0
你说得对，但是懒设计,0
省流：没似,0
平均脸张益达护体,1
？,0
大千录哈哈哈哈哈哈这里也有道诡异仙啊,1
啊？,0
njkio0-\jjhkl;'b,0
注意仔细看演员的服装，很信息,0
《梁山颇具情报网络》,1
痛失王牌飞行员,-1
佩服,1
杀软,0
罗老师这么一说，我就知道，熟悉的陌生人就是对那些喜欢强行盖帽之流的最大蔑视，和最大惩罚,0
愿有奇迹发生！,1
又在将这件事请严重化和极端化,-1
我的评价是：不如懒设计,0
致敬,1
以上都不适用,0
《开学》,1
托尼还说，他马上会打电话过来的,0
是不是还可以组合没有的字呢？,0
这就无关吗？那你这个还不如一句宁有种乎,-1
法律的基本原则是一码归一码，一罪不能二罚，这个问题没什么好讨论的，迟早会改,0
？？？？？,0
讲的好笑，有趣。,1
默哀,-1
那我觉得现在政审制度是最好的，法律上不规定连坐是程序正义，实操中谨慎政审是结果正义。现有制度就很好了,0
主持罗翔老师,1
哈哈哈哈哈哈哈哈,1
喵酱好棒啊,1
今夕是何年,1
你是？,-1
心疼女主,-1
你要进去受害者视角考虑问题，而不是父母是罪犯,0
自我介绍,-1
妖魔鬼怪快离开,1
已经滑了,-1
太厉害了吧,1
敖犬,-1
一年一次就好了 这个好解,0
虚假……,-1
原来伊拉克人很富的,0
U.S.S.R,0
？？？,0
心理暗示属于,0
这个罪名很不合理，他们觉得你有罪就一定能找出罪名搞你,0
我们中国人主张有度,0
222,0
不先商量商量吗,0
厉害,1
不会吧，这也可以,0
德式恐怖是斯图卡的俯冲时的的轰鸣（不是）,1
关心学生未来是师德问题，不管学生才行吗？,-1
说你有罪就有罪，就是这麽个罪,0
泛黄的墙,0
今夕是何年,1
[前方高能],0
这个有点牵强,-1
那么真的幻视不是人人可以体会到的。,0
说漂亮的都是什么心态,-1
热乎的,0
这个例子不合适。,-1
熬出依托使,-1
父母犯罪，子女不能报考公务员，这写在法律里面了吗？,0
就是自己吓自己,0
界王拳,0
霍格沃茨（确信）,1
机械检索系统！,1
美国：我就是想打伊拉克，不过在那之前我得编个理由,-1
注意，这次沙发也被弄移动了，据说是意味着危险更大,0
开门！克格勃送温暖！,1
搜救人员都辛苦了！,1
为什么只能投两个币,1
世界上最邪恶国家 ,-1
不会是想到鬼嫁人了吧？,0
你特喵的春联贴墙壁上是几个意思,-1
红红火火恍恍惚惚,1
鸵鸟行为,0
人家凭什么别可以考公？比你差在哪里？,-1
@曾士强,0
弹幕,0
英雄不朽,1
偷换概念,-1
封神演义里青龙关总兵丘引斩了黄天祥之后也是首级悬关前，无头尸挂关上风化,0
哈哈哈哈哈哈哈哈哈,1
？,0
啊？,0
卧槽画的还挺好,1
什么b东西说的？,-1
冷门的三国人物~,0
敖犬,-1
厂长开始暗示自己了  拥抱未来,0
好好好,1
这些犯罪的人，犯罪前有没有考虑过子女！？~,-1
你正在偷偷看手机门却被打开了,0
自动手记人偶服务,0
？,0
买鹦鹉最高15年（doge）,1
张三好老汉,1
那就是日本恐怖片风格,0
每一次航班都可以安全到达,0
燕南飞，燕南飞，天天就想着燕南飞,1
温馨捏,0
说得太对了！,1
b站不欢迎尸体,-1
好运来∽，祝你好运来∽,1
咏春 斯问,1
讨论了半天公正功利却局限于个体视角，就连本该是整体视角的功利都被局限到局部的个体视角，实际上还有一种东西叫系统整体设计。,-1
好像薇尔莉特的打字机,0
谁给你的脸回来,-1
莫名的解压。,1
现在的战力才真实，哪有你一家玩晒。,0
我是玉米晓夫，我已经冷静不下来了,1
秽土转生,-1
张顺：这我新同事,1
这不就是你么,-1
致敬,1
ohhhhh,1
看这个门像不像嘴，门上的两把尺子（？）像不像眼睛,0
把美洲还给美洲的主人,0
你说的对，但是懒设计是一款……,-1
封建糟粕,-1
你说的这些并不是强制废除,0
模糊的法律，就是为了保护某些人的利益而耍流氓,-1
罗老师，这可不兴说。,1
前面的听不下去就不要听了，别在这地图炮以及给理科生丢脸,-1
沙比,-1
这里窗户穿帮,-1
招安打的是四大贼寇中最弱的方腊，不诏安打的是一个国家,0
有隋唐 熊阔海力托千斤闸，可惜了这小刘唐啊……,-1
那没事了,0
默哀,-1
正神不附体,0
表哥,0
各位都跑不了,0
我们等待您的回归,1
快跑！！jo小鬼来刷屏啦！！！,-1
人中黄，哈哈哈哈哈,1
哇这里女主好可爱！,1
英叔护我,-1
？,0
敖厂长（faker限定皮肤）,1
终于！,0
我戳，你这一席不想让人想歪都难,1
我就想问一句，不考公就不能做其他事吗？不考公会让他们偏激会让他们极端吗？,-1
请 校 准 时 钟,1
灯,0
？,0
《费尽心思》,1
皇帝的新门,1
真无语啊，在看到这里还有人在骂招安，不招安全部下地狱知道吗,-1
全靠自己脑补,0
似人↑,-1
注：1993年的《侏罗纪公园》致敬了这一段,1
偷换概念！！,-1
致敬,1
自己养的恐怖组织,0
杀完人mvp结算画面,0
哈哈哈哈,1
谢谢老师,1
儿子知道他爸在欺骗他们,0
同增异减,0
不如懒设计,0
洗衣粉代言人,0
斯 大dark 林 同 志 ♂,1
自动变色,0
？,0
老师好,1
不是吧阿sir，黄色既然是这样用哒？！,1
81192甲板已清空,1
致敬,1
有一个好哥们的区up主,1
失踪人口回归案,1
新灵感get,0
爷爷终于更新啦,1
哀悼,-1
好目标！(指石油),1
松鼠大战，我曹,0
2021前来考古,0
怎么没有字幕,0
致敬,1
美国自己干的,0
美国说你有大杀伤武器时，你最好是有,-1
SCP 682境内放养     批准,1
张伟模仿的那段是最恐怖的我觉得,-1
哈哈哈哈哈哈哈,1
老师好！,1
罗翔老师怎么这么憔悴,1
英雄永垂不朽！,1
萨   拉   热   窝   事   件,1
233333,1
妙啊妙啊,1
金主的钱,0
郑彪原是婺州兰溪县步兵都头,0
哈哈哈哈哈,1
？,0
啊这,0
无罪不罚，自己没努力却可以得到家人犯罪带来的惠怎么说,0
敖厂长好厉害哦～我好喜欢～,1
5567upup,0
好,1
是犯贱,0
敖犬,-1
谢谢我没瞎,-1
所长，我又来了。,0
每一行都是错的,-1
关键词 ：来点黄色,1
复活赛打赢了是吧？,-1
ouuuuuuuuuuu,0
真壮观 ,0
这俩女的真的吓人,-1
卐,0
疫情时代日常感受,0
不要二极管，我被家暴，父母算是犯罪者，那我怎么办？,0
北宋已有火炮,0
皇帝的新门,1
懒设计才是真技术是吧,0
你去查查你的户籍，看你叠是不是你舅舅，不然你不可能这样子的,-1
哈哈真有意思[星星眼][星星眼]，太有趣了​,1
我为什么要在你的语境里面选,-1
《方腊是真英雄》,1
买瓜找茬罪,1
被抓了就是和郝思文一个下场了,0
那建议犯罪子女直接录取，好吧,-1
好好好,1
约尔太太,1
完蛋,0
疯狂叠甲,1
再靠近一点就要爆炸再靠近一点就要爆炸再靠近一点就要爆炸再靠近一点就要爆炸再靠近一点就要爆炸再靠近一点就要爆炸,1
？？？这人还能蹦,0
如果针对特定人呢？,0
600多万僵尸粉,-1
这一套流程已经熟练了。,0
恐怖战争,0
确实上述这些情形，不应该有可能纳入刑罚范围更好,0
太6了,1
砸我瓜是吧,1
张伟律师n,1
超爱喵酱！,1
啊？,0
自我认识很充分！,-1
默哀,-1
？？？？？？？？,0
简          单              ,1
那你去找物管啊,-1
作者终于意识到108个超级英雄实在是太多了,0
支持厂长，毕竟是我得青春,1
说的太有道理了,1
支持,1
前来考古,0
终于秽土转生回来了？,-1
你们怎么都自动代入施暴角色，想想你们更可能是受害者,0
不患寡而患不均。,0
你还敢开弹幕啊,-1
以乐衬哀,0
弹幕护体,-1
老师好！,1
我感觉这里变成出门见喜挺好的,0
复活赛打赢了是吧,-1
宋江黑历史赶紧略过,0
只因！,1
好運來祝你好運來（,0
托洛斯基派来的刺客,1
诡辩了，这个例子不恰当,-1
zjk？,0
呼の疑惑,1
这里吓我一跳,-1
就这么破了？,-1
本来不诡异 你非要解读,-1
有些人真的适合看这类视频并讨论吗.....,-1
来个人啊我害怕,-1
《喜气盈墙》,1
致敬,1
枪毙才合适,-1
复活吧，我的（）,1
好好好,1
晚上举着手电筒走一趟看看怕不怕,0
今夕是何年,1
厂长怎么这两期都是厚黑学。。。。。。,0
秽土转生术,-1
哈哈哈哈哈哈,1
张清董平这么强的二人组，我好生难过,-1
守法公民的尼克：不跟罪犯谈交易,1
啊？,0
活阎罗,0
支持取消,0
冥场面,1
生 动 形 象,1
老师好,1
我打我自己,1
?,0
疫情集中隔离加1,0
但子女却享受了父母带来的好处,0
《姐姐好飒》,-1
。。。。。。。,0
有权利的人说严重就严重，说不严重就不严重，你想得有多可怕,-1
？,0
woc我就温州的,0
美式霸凌哈哈哈哈哈,1
原来这也是郭靖的人物原型啊！,0
真实,1
谢谢老师,1
撒铋,-1
！,0
自然，你为何如此残酷,-1
2333333,1
有的像大飞老师,0
画的挺好,1
好似,-1
李犯法,1
【托洛茨基】进入直播间,1
贴的再歪一点的话效果会更好，虽然看上去更像某人喝大了贴错地方。。。,0
？,0
这童贯可靠吗？？？？？？？？？？？？？？,-1
名场面,0
敖犬能不能似透了,-1
没门,0
超市里的码！,-1
《不惜》,1
啊?,0
《    谈    一    谈    》,1
333333,0
张伟？,1
为嘛不打个视频电话呢？,0
凌振真用来打伤害不比法师猛？,-1
？,0
你把握不住,1
建议增加一个“滥用兜底罪”,0
审判长进入直播间,1
我是ロタオ,0
回来好,1
独松关路难走啊，两位天罡英雄都没走过去,-1
啊？,0
老师好,1
小衙内：我的豆腐脑也是坏人，对吧？,1
首先连什么是罚和什么是不奖励都没搞清？这样的也叫法律专家？,-1
爷爷，你举办的up主更新了！,-1
开局一张图,1
有些人跟老师说的真的不在一个频道，理解能力属于极差。,-1
于是张三拿起唢呐站在邻家窗外,1
父母犯罪之后认为受惠不了就不应该连带惩罚？你怎么还变本加厉呢？那犯罪之前的受惠就既往不咎了？,-1
敖犬,-1
？,0
注意：架子是空的，也没有酒保,0
Fluttershy，Fluttershy，整天就知道Fluttershy,1
《门都没有》,1
年轻气盛罪,1
王志安,0
假的也是真的，只是一个看起来合理的理由而已,0
……,0
说无高能的站住,0
老师好,1
致敬,1
笼络,0
冷门的三国人物~,0
梦回初心,1
多喝水,0
哈哈哈哈哈哈哈哈,1
对,1
[OHH],1
22年了T T永不敢忘,-1
哇,1
堵塞（se）,0
我去,0
鲁大师安全助手,0
思聪打人,0
秽土转生是吧,-1
摇头晃脑，不成德行,-1
我当时看电影觉得这里是全剧最恐怖的地方,-1
熬圈,-1
为了正义，哪怕天崩地裂,1
默哀,-1
今夕是何年,1
反常识反逻辑,0
今夕是何年,1
哈哈哈哈,1
真tm药店碧莲行不行,-1
自我介绍了是吧,-1
现在欠钱的是大爷,0
咦咦咦,0
只和贼吃肉，不和贼挨打，哪有这样的道理,0
熬尸体,-1
呼呼呼,0
你有个屁的前途，都是温蒂在做事,-1
创新是发展的第一动力 实践是认识的来源和动力 是检验真理的唯一标准,0
那个说女主一惊一乍的，你进去你叫不叫？,-1
乌克兰 那么多楼，都没有被这样炸掉,0
？？？,0
他有可能后悔搬家。,0
还能有5000多投币就离谱,-1
哈哈啊哈哈哈哈哈哈,1
洗衣粉演员出来挨打,1
女主把男主逼疯了？,0
[ohh],1
干啥呢干啥呢干啥呢，自己干的啥心里没数吗,-1
蚌埠住了,0
真的有字幕诶,1
老师好,1
《张伟你好》,0
防弹，防弹，整天就知道防弹！,1
正好十年起了、少个几万还没大事,0
我靠,0
我从来不背法条,1
突然让我想起了猫狗游戏,0
谁TM刷的漆！老子家的防盗门啊,-1
王思聪：是的是的人人平等,-1
他不是脑袋被吕布给切了吗,0
致敬,1
闭嘴吧,-1
取消吧，改成扰乱秩序罪,0
出生,-1
跟黑皮犬顶嘴,-1
致敬英雄！,1
阿巴阿巴,1
来自阿利卢耶夫的怒斥,0
熬犬,-1
来北街吃一碗牛肉面,0
纱布,0
我觉得你说的对，非常正确,1
食雪汉张三,1
你还,0
只有工作没有玩耍杰克呆若木鸡,0
致敬,1
老师好,1
交钱？ 别人的专利,0
默哀,-1
战争机器，我需要火力掩护,1
这项目我王多鱼投了，马上量产！,1
虚假,0
6,1
襄阳1273纪录片里就有这段，居然真是他？,0
hhhhhhhh,1
名场面,1
正面驳不倒 一句偷换概念打天下 笑了,-1
