content,sentiments
"音乐剧很不错啊，说尬的几年级了?
",0.9827953440938964
"!
",0.5262327818078083
"火钳刘明
",0.7376669139551424
"这也尬?
",0.5
"这预告质量hend高啊
",0.6769777389286046
"唱的挺好啊
",0.9649500545229607
"女神!
",0.7499999999999999
"工作
",0.5691358024691356
"工作两年了
",0.5174951324872741
"男神!!!
",0.23899860421564167
"哈哈哈哈哈
",0.8684210526315791
"大一了
",0.875
"不想看的出去啊!!
",0.2762051864406011
"诺澜好漂亮啊。。。为啥演一个这么容易招黑的角色
",0.7044906684313251
"张伟，，高了?
",0.21177521991231163
"哇—6666666
",0.5
"看了五遍了
",0.8158994209065964
"!我老婆
",0.6703296703296705
"卧槽
",0.5
"谢谢你们!
",0.5965665236051504
"一镜到底
",0.4543799512403879
"大二了
",0.875
"？？？？？？？？？？
",0.7499999999999999
"毕业了
",0.7142857142857141
"玩尬的？
",0.5
"大一了
",0.875
"吕小布跟张益达在就行
",0.4053848439193225
"OHHHHHHHHHHHHHHHHHHHHHHHHHHH
",0.5
"啊啊啊啊啊啊啊啊啊羽墨！！
",0.9973379479978964
"羽墨！！
",0.8756268305632076
"刚才转镜头的是第七人么
",0.1140099748168042
"大三了
",0.44471638461027485
"哈哈哈哈哈哈哈哈哈哈
",0.9957269865929866
"小学到初中
",0.7908021154984372
"确实尬。。。
",0.5898438845440358
"高一了
",0.6582579723940979
"好好说话能别唱歌么
",0.5355567469613451
"哈哈哈哈哈
",0.8684210526315791
"哇 瘦了
",0.9285714285714286
"丽萨
",0.8827186593507617
"我一个字都不会信
",0.3339076138870576
"毕业了
",0.7142857142857141
"黑丝好评
",0.7294903639715179
"三年级到初二
",0.9679458501214555
"我对I5没有太大的希望了。
",0.3588795864410632
"。。。。。。。。这啥啊
",0.2941176470588235
"大一了
",0.875
"陈美嘉太瘦了
",0.8466833300288209
"可惜是抄袭
",0.38328255057398697
"高三了
",0.7499999999999999
"大三了
",0.44471638461027485
"博士了
",0.9166666666666667
"果果!
",0.62604394809045
"我就想知道上海这片楼盘被炒到多高了
",0.7356194824643245
"美嘉动作到位表情可爱，歌声温柔
",0.9952863197340237
"全剧终，剧透完了
",0.9691941210004057
"初一到大学毕业了
",0.9786304170465141
"????
",0.33333333333333337
"???
",0.2682926829268295
"说尬的歌舞剧没看过吗
",0.3627637937957937
"关谷不可能来了，他明说他反感这个抄袭的剧组
",0.04180421741006013
"研一了
",0.8846153846153847
"大二了
",0.875
"大哥，有完没完？尬出天际了
",0.3221445462282406
"若男还是好看
",0.7432720799360327
"张伟原来这么高啊
",0.23858731779097675
"自黑打针
",0.741240336570447
"卧槽
",0.5
"给劲
",0.5
"嘎嘎嘎嘎嘎嘎嘎嘎
",0.9978122007496144
"不是我说前面的，咋的觉得尴尬还不让人说了，都说的是实话好吗
",0.018397629744061228
"张益达
",0.3956840072480632
"大一了
",0.875
"感觉就像优衣库的广告……服装老师出来挨打
",0.7364064670726753
"已经大二了
",0.875
"我羽墨啊 啊啊啊
",0.9794033793842665
"哈哈哈哈春晚即视感，这种欢快的尴尬
",0.8249257283176727
"诺澜的腰啊！腰精！awsl
",0.8983424683868393
"？？？？？？
",0.09090909090909094
"陈赫没了
",0.3302485663264493
"陈赫没了
",0.3302485663264493
"厕所战神
",0.2270722632882759
"金世佳呢？
",0.9302011332160678
"歌剧形式很好啊，尬尼玛
",0.9042705144186154
"绿了！子乔绿了！
",0.9430245660590855
"曾大贤
",0.7868362331685772
"毕业了
",0.7142857142857141
"还是丽萨好看啊
",0.9434729025211332
"官方吐槽
",0.4297898171504603
"美嘉好可爱
",0.8673424330379874
"我能发弹幕嘛
",0.8437938897592069
"换人啦
",0.5
"玩尬的
",0.5
"你不是大师兄。。虽然发型很像但你不是。。
",0.5021863407819314
"哈哈哈哈哈哈哈哈哈哈
",0.9957269865929866
"我真的只期待婉瑜
",0.6751361948210957
"雨墨也可能只是作为客串来一趟
",0.4052250995468706
"李金铭真的好可爱啊！！！！
",0.618654511989504
"尬就滚啊，贱得慌
",0.2673264094671719
"胖了太多了
",0.22774219208589774
"我只关心小黑
",0.7617577268547858
"尼玛的哈哈哈瘦了说换人
",0.9730470155130779
"？？？？
",0.15789473684210542
"lisa美美美
",0.9938124208021827
"大一了
",0.875
"蓉蓉兔
",0.9539316847345612
"毕业了
",0.7142857142857141
"？？？？？？？？
",0.5
"黑粉们，辛苦你们了，还要专门跑过来看预告片增加人气
",0.5252932863385639
"说到最终季真的鼻子好酸
",0.8936351236568418
"那位cue迪士尼的认真的么
",0.4181194317893888
"竟然出场景了！
",0.3993124571087532
"大二了
",0.875
"啊啊啊啊啊啊啊啊啊
",0.9833632823559683
"说尴尬的不也坚持到现在了0.0
",0.34273584508207455
"这段长镜头可以
",0.7166911959635566
"真的很尬
",0.5858796007828936
"斯内克
",0.9082846204657966
"抄也看
",0.4279313126144958
"说抄的你可以不看
",0.40343872140149895
"哈哈哈哈哈
",0.8684210526315791
"来卖情怀了
",0.7754933534430077
"？？？啥玩意？吕子乔你啥情况？
",0.07765814025227136
"印度片吗
",0.8850913381790738
"大一了
",0.875
"大师兄？怎么瘦这么多
",0.9741986317184856
"啥？你说不是你的？那美嘉？(?_?)
",0.2149262026780281
"结婚了
",0.6071428571428569
"初中到大学毕业两年
",0.8849670838201271
"斯内克！！！！
",0.7264628436068739
"大二了，我去
",0.8691585779067312
"15岁看到25岁
",0.4702812777959915
"啊啊啊啊啊啊啊啊啊啊
",0.9937750853721465
"卧槽！！！！！！预告片也这么刺激吗
",0.10233532297073444
"15岁到25岁一个时代终于完结了
",0.7988594835184869
"尬
",0.5
"斯内克
",0.9082846204657966
"哭了，时间过得真是太快了，爱情公寓真的带来太多快乐了
",0.9958566595475796
"小学到大四
",0.8367915235381826
"哇哇哇哇哇哇
",0.44767845850986676
"ohhhhhhhhhhhhhhhhhh
",0.5
"大四了
",0.5838700837147079
"我高三了
",0.7499999999999999
"好漂亮
",0.9389688394024527
"整活了
",0.5
"那绿色衣服的是假关谷吧。。。
",0.44880180164461037
"扯淡
",0.2405671520361502
"诺澜呢？第四集末尾有她啊
",0.5999308303205416
"尬死了
",0.2927997833629108
"小姨妈都没有了？？？
",0.02482798144100462
"不是一个人吧
",0.39103414033050077
"婉瑜展博呢
",0.48602752599007815
"是不是还少了楼下小黑
",0.3574833439197739
"不是，这预告片还不错啊，无脑喷吗都？
",0.3706988959825105
"有一说一爱情公寓该被喷，因为抄袭
",0.024972919651527703
"我勒个大草
",0.7496250043125561
"大二了
",0.875
"不喜勿喷，门后左转，谢谢
",0.03347737277833418
"高三了
",0.7499999999999999
"长镜头啊
",0.5473395977492972
"大一
",0.5319597284008428
"整尬的
",0.5
"这一季，在印度拍的吗？
",0.9790832872093798
"一定看
",0.5875212430201505
"大一了！
",0.875
"跳过看
",0.8650797743050489
"官方吐槽
",0.4297898171504603
"抄袭就是原罪
",0.4407235693331488
"大师兄呢
",0.7633737569297433
"看了半天以为我没开弹幕…第一？
",0.4389803251416542
"小学到大学，哎
",0.9429119228445719
"不好看别看 哔哔什么呢
",0.5744991652731364
"噢噢噢噢噢噢噢噢噢噢噢噢
",0.9999999997706148
"诺兰更美了
",0.8904444544935751
"大一了
",0.875
"工作了
",0.5691358024691356
"什么玩意？
",0.13043478260869557
"哈哈
",0.5262327818078083
"不惑了
",0.5
"我高一啦
",0.6582579723940979
"尬
",0.5
"你知道就好
",0.6558628208940429
"我感觉 看个预告就满足了
",0.6776469541253065
"wowowow
",0.5
"大二了啊
",0.875
"黄飞鸿 跌打师傅呢
",0.06227999065271195
"??????
",0.5
"卧槽
",0.5
"玩尬的？
",0.5
"工作十一年了
",0.6401697533308613
"从小学到上班
",0.8351502092994345
"大三了
",0.44471638461027485
"为什么想到了《爱乐之城》
",0.6760435139340639
"有病的是你们
",0.44285714285714295
"尴尬什么尴尬 ，学个新词就用来说别人
",0.5097267234409315
"烦人精
",0.22518633014269607
"大四毕业了
",0.759500716427703
"纳尼？？？？？？？？？
",0.4737672181921908
"大四了
",0.5838700837147079
"哈哈哈哈哈哈哈哈哈哈哈哈
",0.9992783121459906
"哈哈哈哈哈哈哈哈哈哈哈哈
",0.9992783121459906
"厕所战神
",0.2270722632882759
"挺好的
",0.8284246220999102
"若楠
",0.8571428571428571
"ohhhhhhhhhhhhhhhhhhhhhhh
",0.5
"不用拍最后一季了，反正全是广告
",0.5698944442133932
"小学到大学
",0.9429119228445719
"展播去了南北极
",0.4347674964342162
"大一啦
",0.5319597284008428
"哈哈这段爆炸
",0.6765978119441514
"大二了
",0.875
"大二了
",0.875
"新白娘子传奇你们咋不说尴尬
",0.7634015964402283
"一言不合就开唱
",0.20497896851427022
"盗墓公寓把我劝退了  对不起  回不去了
",0.012334030505515958
"呵呵
",0.6755407653910152
"对啊 之前他们演1234部的时候还没有那么多黑子
",0.6871137549840232
"张大炮张大炮
",0.16576951591907763
"小黑露个脸吧
",0.34522252518848084
"1422
",0.5
"若男可以
",0.5662650602409638
"没看
",0.4125743266183588
"张大炮
",0.31963669680190276
"？？？
",0.09195402298850586
"P技术太强
",0.2705011185533165
"也是蛮可惜
",0.7530819019144153
"编剧都要给不能到齐的阵容妥协了  对不起这季我看不下去
",0.23551783114039804
"有张大炮就行
",0.3403500035236857
"周杰伦？
",0.3243972906200331
"若男！！！！
",0.2593232054102269
"抄袭公寓
",0.06399243060609083
"说说抄袭啊
",0.2258646625556614
"我终于见到公寓楼底下长什么样了
",0.11602863235863237
"整容脸你来了
",0.1481901714592524
"可怜张伟五季了，还是没有CP。。。
",0.08301367079933719
"看的时候是小学 现在都读大二了
",0.9913967865242679
"挺好的啊
",0.8284246220999102
"幻乐之城
",0.6212904637356593
"有张伟就想看
",0.19939135195121194
"lisa啊啊啊啊啊啊
",0.9516970520797516
"这是谁呀
",0.5262327818078083
"陈赫变贵了
",0.4737672181921908
"？？？？
",0.15789473684210542
"西装好帅啊啊啊
",0.9067727256589115
"西装好帅啊啊啊
",0.9067727256589115
"西装好帅
",0.7826653358894131
"泪目啊啊啊
",0.8901750077275126
"曾小贤请不起了
",0.41494043684323334
"让我康康5又抄了哪些电视
",0.3217263100165152
"自黑
",0.5147058823529411
"？
",0.5262327818078083
"高二了
",0.7499999999999999
"最后收割一波
",0.4737672181921908
"高三了
",0.7499999999999999
"？？？？？？？？？？
",0.7499999999999999
"肾宝，味道好极了
",0.6416387860982529
"6666666
",0.5
"羽墨
",0.9462534947694483
"哈哈哈哈哈哈哈
",0.9751349273004098
"羽墨！！！
",0.8047596775779617
"律政先锋张益达
",0.34670909653971627
"诶呀大炮gui?lai?q
",0.28839286613269877
"羽墨
",0.9462534947694483
"耳机广告
",0.1635580352684748
"展博关谷悠悠都没来
",0.41047776333155406
"233333
",0.5
"大班了
",0.758947156690184
"不要尬唱了好不
",0.8369587512895927
"美嘉老了唉青春啊
",0.9849154383324323
"曙光之力！
",0.8630530555797126
"确实尬
",0.6297072689523855
"哦哦哦
",0.5262327818078083
":LK
",0.5
"爱情公墓
",0.8665780620460153
"说抄袭剧的，没人逼你看，你点进来干嘛？
",0.03872789331026105
"冲着金甲战士我也要看完
",0.9212707852948192
"12138
",0.5
"说尴尬的不要跟风
",0.07602407396153454
"这就是个尬片，和电影没什么区别，建议忽略爱5
",0.9097128894429325
"胡一菲主角
",0.7739731393725706
"大一了
",0.875
"我吃这对
",0.518716577540107
"这个肖华说的异曲同工
",0.9328560340869351
"工作了
",0.5691358024691356
"我大一了
",0.875
"大二了
",0.875
"大一了都
",0.8855881579940819
"我大二了
",0.875
"羽墨还是好美啊
",0.9939469231884283
"？？？？？？？
",0.5
"尬尬尬
",0.44767845850986676
"关谷的药神和这群电影比。。。。真没对比就没伤害啊
",0.8472482445906273
"这不是之前大师兄的演员吧
",0.9582908596718501
"？？？？？？？
",0.5
"高一了
",0.6582579723940979
"说尬的滚出克   老子让你看了？
",0.8136740772229245
"这次要抄哪一部美剧呢？
",0.8930455925651345
"嗯
",0.5262327818078083
"我喜欢诺兰
",0.9576930101491109
"张奥那多·益达普里奥
",0.6830355332987282
"大三
",0.44471638461027485
"研一了
",0.8846153846153847
"啊啊啊啊啊啊啊张伟！！！
",0.4545957869611371
黄衣服作死了,0.14924420199364075
